id	proteins	go_cell	go_mol	go_bio	nb_proteins	mass_mean	length_mean
1.1.1.4	P12954 	nucleus [GO:0005634] 	ATP-dependent DNA helicase activity [GO:0004003] ATP binding [GO:0005524] enzyme activator activity [GO:0008047] DNA helicase activity [GO:0003678] DNA binding [GO:0003677] 	negative regulation of DNA recombination [GO:0045910] double-strand break repair via nonhomologous end joining [GO:0006303] DNA repair [GO:0006281] protein-DNA complex disassembly [GO:0032986] DNA duplex unwinding [GO:0032508] positive regulation of endodeoxyribonuclease activity [GO:0032079] negative regulation of double-strand break repair via homologous recombination [GO:2000042] 	1	134306.0	1174.0
1.1.1.5	P23615 	transcriptionally active chromatin [GO:0035327] nucleus [GO:0005634] 	histone binding [GO:0042393] transcription factor activity, core RNA polymerase II binding [GO:0000991] nucleosome binding [GO:0031491] transcription antitermination factor activity, DNA binding [GO:0001073] DNA binding [GO:0003677] 	chromatin organization [GO:0006325] regulation of histone H3-K36 methylation [GO:0000414] regulation of nucleosome density [GO:0060303] chromatin maintenance [GO:0070827] transcription antitermination [GO:0031564] chromatin remodeling [GO:0006338] regulation of transcriptional start site selection at RNA polymerase II promoter [GO:0001178] nucleosome organization [GO:0034728] poly(A)+ mRNA export from nucleus [GO:0016973] negative regulation of transcription from RNA polymerase II promoter by glucose [GO:0000433] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] regulation of mRNA 3'-end processing [GO:0031440] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] nucleosome assembly [GO:0006334] negative regulation of transcription from RNA polymerase II promoter [GO:0000122] transcription, DNA-templated [GO:0006351] positive regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0071931] regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618] 	1	168291.0	1451.0
1.1.2	Q7LHG5 A0A0B7P3V8 O13527 	nucleus [GO:0005634] retrotransposon nucleocapsid [GO:0000943] cytoplasm [GO:0005737] 	ribonuclease activity [GO:0004540] aspartic-type endopeptidase activity [GO:0004190] DNA-directed DNA polymerase activity [GO:0003887] RNA-directed DNA polymerase activity [GO:0003964] RNA-DNA hybrid ribonuclease activity [GO:0004523] ATP binding [GO:0005524] peptidase activity [GO:0008233] zinc ion binding [GO:0008270] RNA binding [GO:0003723] DNA binding [GO:0003677] 	DNA integration [GO:0015074] DNA recombination [GO:0006310] transposition, RNA-mediated [GO:0032197] viral release from host cell [GO:0019076] 	3	145430.0	1266.0
1.1.2.0	Q7LHG5 A0A0B7P3V8 O13527 	nucleus [GO:0005634] retrotransposon nucleocapsid [GO:0000943] cytoplasm [GO:0005737] 	ribonuclease activity [GO:0004540] aspartic-type endopeptidase activity [GO:0004190] DNA-directed DNA polymerase activity [GO:0003887] RNA-directed DNA polymerase activity [GO:0003964] RNA-DNA hybrid ribonuclease activity [GO:0004523] ATP binding [GO:0005524] peptidase activity [GO:0008233] zinc ion binding [GO:0008270] RNA binding [GO:0003723] DNA binding [GO:0003677] 	DNA integration [GO:0015074] DNA recombination [GO:0006310] transposition, RNA-mediated [GO:0032197] viral release from host cell [GO:0019076] 	3	145430.0	1266.0
1.1.3	P14284 	nucleus [GO:0005634] mitochondrion [GO:0005739] zeta DNA polymerase complex [GO:0016035] 	DNA-directed DNA polymerase activity [GO:0003887] 3'-5' exonuclease activity [GO:0008408] metal ion binding [GO:0046872] 4 iron, 4 sulfur cluster binding [GO:0051539] nucleotide binding [GO:0000166] DNA binding [GO:0003677] 	error-prone translesion synthesis [GO:0042276] DNA replication [GO:0006260] error-free translesion synthesis [GO:0070987] 	1	172957.0	1504.0
1.1.4	P40352 P32597 Q08773 P31380 	nucleus [GO:0005634] 	ATP binding [GO:0005524] DNA-dependent ATPase activity [GO:0008094] helicase activity [GO:0004386] DNA binding [GO:0003677] 	nucleotide-excision repair [GO:0006289] histone H2A-H2B dimer displacement [GO:0001208] transcription-coupled nucleotide-excision repair [GO:0006283] 	4	135026.25	1173.75
1.1.4.0	P40352 	nucleus [GO:0005634] 	ATP binding [GO:0005524] DNA-dependent ATPase activity [GO:0008094] helicase activity [GO:0004386] DNA binding [GO:0003677] 	nucleotide-excision repair [GO:0006289] histone H2A-H2B dimer displacement [GO:0001208] transcription-coupled nucleotide-excision repair [GO:0006283] 	1	124528.0	1085.0
1.1.4.1	P32597 	RSC complex [GO:0016586] nucleus [GO:0005634] chromosome, centromeric region [GO:0000775] 	helicase activity [GO:0004386] DNA-dependent ATPase activity [GO:0008094] DNA translocase activity [GO:0015616] lysine-acetylated histone binding [GO:0070577] ATP binding [GO:0005524] ATPase activity [GO:0016887] 	chromosome segregation [GO:0007059] nucleosome disassembly [GO:0006337] ATP-dependent chromatin remodeling [GO:0043044] G2/M transition of mitotic cell cycle [GO:0000086] double-strand break repair [GO:0006302] transfer RNA gene-mediated silencing [GO:0061587] chromatin modification [GO:0016569] chromatin remodeling at centromere [GO:0031055] transcription elongation from RNA polymerase II promoter [GO:0006368] cytoskeleton organization [GO:0007010] meiotic nuclear division [GO:0007126] base-excision repair [GO:0006284] regulation of transcription, DNA-templated [GO:0006355] nucleosome positioning [GO:0016584] 	1	156743.0	1359.0
1.1.4.2	Q08773 P31380 	CHRAC [GO:0008623] chromosome, telomeric region [GO:0000781] NURF complex [GO:0016589] nucleus [GO:0005634] 	centromeric DNA binding [GO:0019237] helicase activity [GO:0004386] chromatin binding [GO:0003682] single-stranded DNA binding [GO:0003697] DNA translocase activity [GO:0015616] ATP binding [GO:0005524] 	ATP-dependent chromatin remodeling [GO:0043044] negative regulation of antisense RNA transcription [GO:0060195] chromatin remodeling [GO:0006338] negative regulation of transcription from RNA polymerase II promoter by pheromones [GO:0046020] chromatin modification [GO:0016569] termination of RNA polymerase II transcription [GO:0006369] nucleosome positioning [GO:0016584] chromatin silencing at rDNA [GO:0000183] chromatin silencing at telomere [GO:0006348] 	2	129417.0	1125.5
1.1.5	P27692 	nucleus [GO:0005634] DSIF complex [GO:0032044] mitochondrion [GO:0005739] 	protein complex binding [GO:0032403] RNA polymerase I core binding [GO:0001042] structure-specific DNA binding [GO:0043566] RNA polymerase II core binding [GO:0000993] transcription factor activity, core RNA polymerase I binding [GO:0001181] rRNA binding [GO:0019843] RNA polymerase I transcription factor binding [GO:0001179] transcription factor activity, core RNA polymerase II binding [GO:0000991] 	negative regulation of transcription elongation from RNA polymerase I promoter [GO:2001208] transcription, DNA-templated [GO:0006351] regulation of rRNA processing [GO:2000232] regulation of transcription-coupled nucleotide-excision repair [GO:0090262] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] positive regulation of transcription elongation from RNA polymerase I promoter [GO:2001209] intracellular mRNA localization [GO:0008298] mRNA splicing, via spliceosome [GO:0000398] 7-methylguanosine mRNA capping [GO:0006370] 	1	115650.0	1063.0
1.1.6	P32361 	integral component of endoplasmic reticulum membrane [GO:0030176] nucleus [GO:0005634] endoplasmic reticulum membrane [GO:0005789] 	protein homodimerization activity [GO:0042803] metal ion binding [GO:0046872] ATP binding [GO:0005524] endoribonuclease activity [GO:0004521] unfolded protein binding [GO:0051082] protein serine/threonine kinase activity [GO:0004674] 	protein phosphorylation [GO:0006468] response to endoplasmic reticulum stress [GO:0034976] fungal-type cell wall organization [GO:0031505] protein targeting to Golgi [GO:0000042] inositol metabolic process [GO:0006020] endoplasmic reticulum unfolded protein response [GO:0030968] transcription, DNA-templated [GO:0006351] mRNA processing [GO:0006397] IRE1-mediated unfolded protein response [GO:0036498] protein trans-autophosphorylation [GO:0036290] regulation of transcription, DNA-templated [GO:0006355] protein homooligomerization [GO:0051260] 	1	126976.0	1115.0
1.1.7	P07248 	nucleus [GO:0005634] 	RNA polymerase II activating transcription factor binding [GO:0001102] metal ion binding [GO:0046872] RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] TFIIB-class transcription factor binding [GO:0001093] TFIID-class transcription factor binding [GO:0001094] transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0000982] transcriptional activator activity, RNA polymerase II transcription factor binding [GO:0001190] 	chromatin organization [GO:0006325] positive regulation of fatty acid beta-oxidation by positive regulation of transcription from RNA polymerase II promoter [GO:0097235] peroxisome organization [GO:0007031] positive regulation of transcription from RNA polymerase II promoter in response to ethanol [GO:0061410] positive regulation of ethanol catabolic process by positive regulation of transcription from RNA polymerase II promoter [GO:0061425] positive regulation of peroxisome organization by positive regulation of transcription from RNA polymerase II promoter [GO:0061424] negative regulation of chromatin silencing [GO:0031936] cellular response to oleic acid [GO:0071400] positive regulation of transcription from RNA polymerase II promoter by oleic acid [GO:0061429] 	1	150941.0	1323.0
1.1.8	Q12494 	cytoplasm [GO:0005737] 	inositol hexakisphosphate 1-kinase activity [GO:0052723] inositol hexakisphosphate 5-kinase activity [GO:0000832] inositol heptakisphosphate kinase activity [GO:0000829] inositol-1,4,5-trisphosphate 3-kinase activity [GO:0008440] inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827] ATP binding [GO:0005524] inositol heptakisphosphate 5-kinase activity [GO:0033200] inositol hexakisphosphate 3-kinase activity [GO:0052724] inositol hexakisphosphate kinase activity [GO:0000828] 	inositol phosphate biosynthetic process [GO:0032958] regulation of inositol phosphate biosynthetic process [GO:0010919] 	1	119550.0	1050.0
1.2	Q05471 P25357 Q06685 P50101 P53067 Q03660 P46677 P48526 P09436 Q12038 P11154 P33307 P47104 P47102 P38859 P33760 P32327 P40395 Q04183 P39993 Q04264 Q04002 P46970 P40340 P28273 	nucleus [GO:0005634] cytosol [GO:0005829] Swr1 complex [GO:0000812] 	structural molecule activity [GO:0005198] ATP binding [GO:0005524] helicase activity [GO:0004386] DNA binding [GO:0003677] 	chromatin remodeling [GO:0006338] regulation of transcription, DNA-templated [GO:0006355] chromatin modification [GO:0016569] histone exchange [GO:0043486] transcription, DNA-templated [GO:0006351] 	25	137778.68	1212.68
1.2.0	Q05471 P25357 P50101 P53067 Q03660 P48526 P09436 P11154 P33307 P47104 P47102 P33760 P32327 P40395 Q04183 P39993 Q04264 Q04002 P46970 P40340 P28273 	nucleus [GO:0005634] cytosol [GO:0005829] Swr1 complex [GO:0000812] 	structural molecule activity [GO:0005198] ATP binding [GO:0005524] helicase activity [GO:0004386] DNA binding [GO:0003677] 	chromatin remodeling [GO:0006338] regulation of transcription, DNA-templated [GO:0006355] chromatin modification [GO:0016569] histone exchange [GO:0043486] transcription, DNA-templated [GO:0006351] 	21	138467.095238	1216.66666667
1.2.0.0	Q05471 P25357 P50101 P53067 P48526 P09436 P11154 P33307 P47104 P33760 P32327 P40395 P46970 P40340 P28273 	nucleus [GO:0005634] cytosol [GO:0005829] Swr1 complex [GO:0000812] 	structural molecule activity [GO:0005198] ATP binding [GO:0005524] helicase activity [GO:0004386] DNA binding [GO:0003677] 	chromatin remodeling [GO:0006338] regulation of transcription, DNA-templated [GO:0006355] chromatin modification [GO:0016569] histone exchange [GO:0043486] transcription, DNA-templated [GO:0006351] 	15	132584.533333	1168.13333333
1.2.0.1	Q03660 P47102 Q04183 P39993 	trans-Golgi network [GO:0005802] early endosome [GO:0005769] cytosol [GO:0005829] TRAPPII protein complex [GO:1990071] 	 	macroautophagy [GO:0016236] CVT pathway [GO:0032258] positive regulation of GTPase activity [GO:0043547] early endosome to Golgi transport [GO:0034498] regulation of GTPase activity [GO:0043087] intra-Golgi vesicle-mediated transport [GO:0006891] 	4	150224.5	1314.5
1.2.0.2	Q04264 	chromatin [GO:0000785] condensed nuclear chromosome [GO:0000794] cytosol [GO:0005829] nucleus [GO:0005634] 	structural molecule activity [GO:0005198] 	double-strand break repair [GO:0006302] meiotic nuclear division [GO:0007126] cell division [GO:0051301] mitotic sister chromatid cohesion [GO:0007064] synapsis [GO:0007129] mitotic chromosome condensation [GO:0007076] 	1	147041.0	1277.0
1.2.0.3	Q04002 	nucleus [GO:0005634] 2-micrometer circle DNA [GO:0005729] cytosol [GO:0005829] SMC loading complex [GO:0032116] nuclear chromatin [GO:0000790] 	chromatin binding [GO:0003682] 	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972] double-strand break repair [GO:0006302] regulation of gene expression [GO:0010468] replication-born double-strand break repair via sister chromatid exchange [GO:1990414] rDNA condensation [GO:0070550] establishment of mitotic sister chromatid cohesion [GO:0034087] mitotic chromosome condensation [GO:0007076] establishment of protein localization to chromatin [GO:0071169] tRNA gene clustering [GO:0070058] 2-micrometer plasmid partitioning [GO:0030543] protein localization to chromatin [GO:0071168] 	1	171102.0	1493.0
1.2.1	Q06685 	cytoskeleton [GO:0005856] cytosol [GO:0005829] 	inositol hexakisphosphate 1-kinase activity [GO:0052723] inositol hexakisphosphate 5-kinase activity [GO:0000832] inositol heptakisphosphate kinase activity [GO:0000829] ATP binding [GO:0005524] diphosphoinositol-pentakisphosphate kinase activity [GO:0033857] acid phosphatase activity [GO:0003993] inositol hexakisphosphate 3-kinase activity [GO:0052724] inositol hexakisphosphate 6-kinase activity [GO:0000831] inositol hexakisphosphate 4-kinase activity [GO:0000830] 	inositol phosphate biosynthetic process [GO:0032958] regulation of cell growth [GO:0001558] regulation of bipolar cell growth [GO:0051516] regulation of microtubule cytoskeleton organization [GO:0070507] inositol metabolic process [GO:0006020] 	1	129755.0	1146.0
1.2.2	P46677 	nucleus [GO:0005634] cytosol [GO:0005829] transcription factor TFIID complex [GO:0005669] 	chromatin binding [GO:0003682] TBP-class protein binding [GO:0017025] sequence-specific DNA binding [GO:0043565] histone acetyltransferase activity [GO:0004402] protein complex scaffold [GO:0032947] RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly [GO:0001129] 	positive regulation of transcription from RNA polymerase II promoter [GO:0045944] RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123] transcription from RNA polymerase II promoter [GO:0006366] 	1	120696.0	1066.0
